trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T01641,summer,1,22,24.5,200,77,38.5,1.283,1.1,0.423,2.807,0.711,0.863,0.796,2.371,15.53
T01642,summer,0,53,21.81,200,40,20.0,5.3,2.65,0.711,8.661,1.767,1.59,1.068,4.424,48.92
T01643,spring,0,23,7.02,200,34,17.0,2.3,1.15,0.965,4.415,0.721,0.656,0.977,2.354,46.69
T01644,summer,1,23,26.64,200,112,56.0,1.342,1.15,0.549,3.041,1.012,1.104,1.164,3.28,-7.86
T01645,spring,1,35,9.73,200,91,45.5,2.042,1.75,1.263,5.055,1.295,1.496,1.912,4.703,6.95
T01646,autumn,0,55,9.38,200,0,0.0,5.5,2.75,2.027,10.277,1.1,1.1,1.539,3.739,63.62
T01647,winter,1,35,-1.66,200,125,62.5,2.042,1.75,2.339,6.131,1.692,1.794,3.15,6.635,-8.22
T01648,summer,1,33,15.79,200,102,51.0,1.925,1.65,0.757,4.332,1.342,1.502,1.545,4.388,-1.29
T01649,spring,0,28,5.49,200,30,15.0,2.8,1.4,1.268,5.468,0.84,0.77,1.235,2.845,47.97
T01650,autumn,0,38,6.24,200,25,12.5,3.8,1.9,1.659,7.359,1.077,0.997,1.567,3.641,50.52
T01651,winter,1,38,4.48,200,69,34.5,2.217,1.9,1.804,5.921,1.127,1.415,2.191,4.734,20.04
T01652,spring,1,33,8.69,200,142,71.0,1.925,1.65,1.265,4.84,1.782,1.832,2.371,5.984,-23.63
T01653,autumn,1,33,18.26,200,147,73.5,1.925,1.65,0.581,4.156,1.837,1.873,1.841,5.551,-33.57
T01654,summer,0,39,21.23,200,2,1.0,3.9,1.95,0.475,6.325,0.806,0.799,0.3,1.906,69.87
T01655,spring,0,40,13.57,200,35,17.5,4.0,2.0,1.111,7.111,1.267,1.15,1.232,3.648,48.69
T01656,spring,1,37,11.57,200,97,48.5,2.158,1.85,1.188,5.196,1.443,1.637,1.963,5.043,2.94
T01657,spring,1,40,9.87,200,4,2.0,2.333,2.0,1.431,5.764,0.8,0.84,1.131,2.771,51.94
T01658,summer,1,10,32.74,200,110,55.0,0.583,0.5,0.408,1.492,0.433,0.475,0.643,1.551,-3.98
T01659,autumn,1,20,10.5,200,136,68.0,1.167,1.0,0.688,2.855,1.04,1.08,1.334,3.454,-20.99
T01660,autumn,1,35,14.84,200,159,79.5,2.042,1.75,0.876,4.668,2.088,2.091,2.298,6.478,-38.79
T01661,autumn,1,33,8.37,200,101,50.5,1.925,1.65,1.288,4.863,1.331,1.493,1.984,4.808,1.13
T01662,winter,1,52,5.74,200,124,62.0,3.033,2.6,2.327,7.96,2.496,2.652,3.736,8.884,-11.61
T01663,spring,1,37,15.64,200,135,67.5,2.158,1.85,0.861,4.87,1.912,1.989,2.109,6.009,-23.4
T01664,summer,0,25,23.6,200,16,8.0,2.5,1.25,0.432,4.182,0.633,0.6,0.406,1.639,60.81
T01665,winter,1,50,9.3,200,45,22.5,2.917,2.5,1.851,7.268,1.083,1.562,2.081,4.727,34.96
T01666,autumn,0,29,18.14,200,38,19.0,2.9,1.45,0.518,4.868,0.947,0.856,0.676,2.479,49.08
T01667,winter,0,27,5.94,200,35,17.5,2.7,1.35,1.196,5.246,0.855,0.776,1.209,2.84,45.86
T01668,winter,0,38,0.88,200,39,19.5,3.8,1.9,2.31,8.01,1.254,1.13,2.204,4.589,42.71
T01669,autumn,1,39,15.02,200,115,57.5,2.275,1.95,0.961,5.186,1.755,1.901,2.033,5.69,-9.72
T01670,spring,1,31,12.38,200,108,54.0,1.808,1.55,0.941,4.299,1.323,1.457,1.701,4.481,-4.23
T01671,spring,0,45,7.19,200,34,17.0,4.5,2.25,1.872,8.622,1.41,1.282,1.899,4.591,46.75
T01672,summer,0,44,22.32,200,12,6.0,4.4,2.2,0.639,7.239,1.056,1.012,0.558,2.626,63.73
T01673,summer,0,23,27.37,200,0,0.0,2.3,1.15,0.586,4.036,0.46,0.46,0.422,1.342,66.75
T01674,spring,0,29,7.39,200,33,16.5,2.9,1.45,1.194,5.544,0.899,0.819,1.204,2.922,47.28
T01675,winter,0,32,7.84,200,43,21.5,3.2,1.6,1.286,6.086,1.099,0.984,1.398,3.481,42.8
T01676,summer,1,25,19.29,200,17,8.5,1.458,1.25,0.384,3.093,0.5,0.606,0.373,1.479,52.18
T01677,summer,1,37,30.38,200,78,39.0,2.158,1.85,1.302,5.31,1.209,1.462,1.836,4.506,15.14
T01678,autumn,1,30,20.84,200,60,30.0,1.75,1.5,0.36,3.61,0.8,1.05,0.749,2.599,28.02
T01679,winter,0,35,13.69,200,182,91.0,3.5,1.75,0.963,6.213,2.823,2.292,2.614,7.729,-24.41
T01680,winter,0,24,6.76,200,124,62.0,2.4,1.2,1.021,4.621,1.472,1.224,1.679,4.375,5.31
T01681,summer,1,29,26.85,200,142,71.0,1.692,1.45,0.706,3.848,1.566,1.61,1.74,4.915,-27.75
T01682,summer,1,37,14.78,200,180,90.0,2.158,1.85,0.931,4.939,2.467,2.405,2.667,7.538,-52.64
T01683,autumn,0,29,15.0,200,14,7.0,2.9,1.45,0.715,5.065,0.715,0.681,0.634,2.031,59.91
T01684,summer,1,22,19.58,200,139,69.5,1.283,1.1,0.324,2.708,1.166,1.204,1.121,3.492,-28.96
T01685,winter,0,40,-0.0,200,174,87.0,4.0,2.0,2.516,8.516,3.12,2.54,4.09,9.75,-14.49
T01686,winter,0,41,5.76,200,21,10.5,4.1,2.05,1.833,7.983,1.107,1.035,1.677,3.82,52.15
T01687,autumn,0,27,8.33,200,60,30.0,2.7,1.35,1.056,5.106,1.08,0.945,1.293,3.318,35.02
T01688,winter,0,19,7.97,200,34,17.0,1.9,0.95,0.758,3.608,0.595,0.541,0.774,1.911,47.03
T01689,summer,1,43,21.29,200,129,64.5,2.508,2.15,0.529,5.187,2.136,2.247,1.974,6.356,-22.54
T01690,summer,1,23,24.84,200,87,43.5,1.342,1.15,0.459,2.951,0.82,0.96,0.915,2.696,8.65
T01691,winter,0,38,8.26,200,36,18.0,3.8,1.9,1.492,7.192,1.216,1.102,1.551,3.869,46.2
T01692,autumn,1,43,12.78,200,162,81.0,2.508,2.15,1.268,5.926,2.609,2.602,3.025,8.235,-38.96
T01693,spring,1,33,9.19,200,107,53.5,1.925,1.65,1.23,4.805,1.397,1.543,1.994,4.934,-2.69
T01694,autumn,0,45,3.72,200,37,18.5,4.5,2.25,2.21,8.96,1.455,1.316,2.225,4.996,44.24
T01695,winter,1,35,4.34,200,94,47.0,2.042,1.75,1.672,5.463,1.33,1.522,2.289,5.142,5.89
T01696,spring,1,35,10.96,200,85,42.5,2.042,1.75,1.169,4.961,1.225,1.444,1.77,4.439,10.53
T01697,summer,0,34,23.43,200,20,10.0,3.4,1.7,0.576,5.676,0.907,0.85,0.582,2.339,58.79
T01698,summer,1,20,22.29,200,108,54.0,1.167,1.0,0.289,2.456,0.853,0.94,0.829,2.622,-6.76
T01699,summer,1,35,25.79,200,80,40.0,2.042,1.75,0.772,4.563,1.167,1.4,1.381,3.948,13.5
T01700,spring,0,26,10.81,200,27,13.5,2.6,1.3,0.878,4.778,0.754,0.696,0.87,2.319,51.45
T01701,winter,0,54,5.66,200,122,61.0,5.4,2.7,2.425,10.525,3.276,2.727,3.855,9.858,6.33
T01702,spring,0,42,19.48,200,36,18.0,4.2,2.1,0.628,6.928,1.344,1.218,0.85,3.412,50.74
T01703,spring,0,37,12.15,200,16,8.0,3.7,1.85,1.141,6.691,0.937,0.888,1.024,2.85,57.41
T01704,autumn,0,28,16.92,200,147,73.5,2.8,1.4,0.574,4.774,1.932,1.589,1.631,5.152,-7.91
T01705,winter,0,14,12.43,200,33,16.5,1.4,0.7,0.423,2.523,0.434,0.395,0.452,1.281,49.22
T01706,spring,1,43,8.35,200,160,80.0,2.508,2.15,1.681,6.339,2.58,2.58,3.348,8.508,-34.22
T01707,summer,1,42,17.75,200,55,27.5,2.45,2.1,0.786,5.336,1.05,1.417,1.224,3.691,30.83
T01708,spring,1,23,3.53,200,200,100.0,1.342,1.15,1.139,3.63,1.687,1.61,2.27,5.566,-53.33
T01709,spring,1,53,12.78,200,131,65.5,3.092,2.65,1.562,7.304,2.668,2.796,3.235,8.698,-19.09
T01710,summer,0,31,30.68,200,32,16.0,3.1,1.55,1.113,5.763,0.951,0.868,1.107,2.926,49.23
T01711,winter,0,44,0.93,200,23,11.5,4.4,2.2,2.669,9.269,1.217,1.133,2.326,4.677,49.54
T01712,winter,1,35,6.47,200,97,48.5,2.042,1.75,1.51,5.302,1.365,1.549,2.184,5.098,3.85
T01713,autumn,0,44,11.53,200,200,100.0,4.4,2.2,1.416,8.016,3.813,3.08,3.697,10.591,-32.12
T01714,summer,1,43,24.23,200,15,7.5,2.508,2.15,0.802,5.461,0.86,1.021,0.735,2.616,52.1
T01715,summer,0,24,22.51,200,49,24.5,2.4,1.2,0.359,3.959,0.872,0.774,0.579,2.225,43.79
T01716,winter,0,50,7.56,200,24,12.0,5.0,2.5,2.039,9.539,1.4,1.3,1.925,4.625,51.51
T01717,autumn,1,41,12.8,200,150,75.0,2.392,2.05,1.207,5.649,2.323,2.358,2.735,7.416,-31.28
T01718,spring,1,24,11.03,200,82,41.0,1.4,1.2,0.798,3.398,0.816,0.972,1.189,2.977,12.4
T01719,spring,1,45,12.39,200,93,46.5,2.625,2.25,1.364,6.239,1.695,1.946,2.266,5.907,5.33
T01720,winter,0,28,4.79,200,35,17.5,2.8,1.4,1.31,5.51,0.887,0.805,1.313,3.005,45.47
T01721,summer,0,43,23.96,200,54,27.0,4.3,2.15,0.777,7.227,1.634,1.44,1.217,4.291,40.63
T01722,summer,1,37,17.31,200,135,67.5,2.158,1.85,0.728,4.736,1.912,1.989,1.996,5.896,-24.49
T01723,winter,0,43,6.91,200,64,32.0,4.3,2.15,1.814,8.264,1.777,1.548,2.223,5.548,32.86
T01724,autumn,0,43,8.76,200,2,1.0,4.3,2.15,1.642,8.092,0.889,0.881,1.278,3.048,62.34
T01725,autumn,1,27,10.63,200,35,17.5,1.575,1.35,0.921,3.846,0.54,0.776,0.977,2.293,40.39
T01726,spring,1,22,8.84,200,161,80.5,1.283,1.1,0.836,3.22,1.327,1.325,1.7,4.353,-35.19
T01727,autumn,0,45,10.53,200,9,4.5,4.5,2.25,1.546,8.296,1.035,1.001,1.286,3.322,59.96
T01728,winter,0,14,10.24,200,31,15.5,1.4,0.7,0.49,2.59,0.425,0.389,0.5,1.313,49.3
T01729,summer,0,41,31.1,200,5,2.5,4.1,2.05,1.513,7.663,0.888,0.871,1.148,2.908,62.05
T01730,spring,0,15,15.19,200,32,16.0,1.5,0.75,0.364,2.614,0.46,0.42,0.404,1.284,50.89
T01731,summer,1,30,20.65,200,172,86.0,1.75,1.5,0.373,3.623,1.92,1.89,1.767,5.577,-53.95
T01732,autumn,0,43,13.17,200,20,10.0,4.3,2.15,1.231,7.681,1.147,1.075,1.162,3.384,55.95
T01733,summer,1,56,21.89,200,40,20.0,3.267,2.8,0.761,6.828,1.12,1.68,1.137,3.937,42.34
T01734,spring,0,27,10.81,200,6,3.0,2.7,1.35,0.911,4.961,0.594,0.581,0.733,1.908,61.55
T01735,spring,0,30,8.49,200,0,0.0,3.0,1.5,1.163,5.663,0.6,0.6,0.888,2.088,63.13
T01736,spring,1,23,15.04,200,120,60.0,1.342,1.15,0.565,3.057,1.073,1.15,1.233,3.456,-13.05
T01737,summer,1,41,20.42,200,18,9.0,2.392,2.05,0.53,4.972,0.82,1.004,0.539,2.363,52.47
T01738,winter,1,39,1.82,200,98,49.0,2.275,1.95,2.283,6.508,1.534,1.736,2.917,6.186,4.95
T01739,summer,0,25,28.2,200,38,19.0,2.5,1.25,0.75,4.5,0.817,0.738,0.821,2.375,47.22
T01740,summer,1,47,28.33,200,46,23.0,2.742,2.35,1.424,6.516,1.034,1.48,1.673,4.188,35.73
T01741,autumn,1,24,10.46,200,169,84.5,1.4,1.2,0.828,3.428,1.512,1.494,1.84,4.846,-41.38
T01742,autumn,0,33,18.52,200,37,18.5,3.3,1.65,0.562,5.512,1.067,0.965,0.736,2.768,49.78
T01743,summer,1,37,11.68,200,122,61.0,2.158,1.85,1.178,5.187,1.751,1.869,2.233,5.853,-12.84
T01744,spring,1,36,12.47,200,48,24.0,2.1,1.8,1.086,4.986,0.816,1.152,1.322,3.29,34.02
T01745,autumn,1,32,-0.51,200,122,61.0,1.867,1.6,2.051,5.518,1.515,1.616,2.779,5.909,-7.1
T01746,winter,1,34,6.14,200,55,27.5,1.983,1.7,1.491,5.175,0.85,1.147,1.714,3.711,28.28
T01747,summer,0,47,26.23,200,24,12.0,4.7,2.35,1.081,8.131,1.316,1.222,1.102,3.64,55.23
T01748,autumn,0,50,14.53,200,21,10.5,5.0,2.5,1.284,8.784,1.35,1.262,1.241,3.853,56.13
T01749,winter,0,12,9.84,200,33,16.5,1.2,0.6,0.43,2.23,0.372,0.339,0.444,1.155,48.19
T01750,summer,0,31,36.63,200,53,26.5,3.1,1.55,1.553,6.203,1.168,1.031,1.667,3.866,37.68
T01751,autumn,1,20,3.59,200,146,73.0,1.167,1.0,0.988,3.154,1.107,1.13,1.648,3.884,-23.14
T01752,autumn,0,53,12.21,200,125,62.5,5.3,2.65,1.627,9.577,3.268,2.716,3.195,9.179,4.16
T01753,winter,0,17,-2.33,200,66,33.0,1.7,0.85,1.163,3.713,0.714,0.62,1.236,2.57,30.78
T01754,autumn,0,53,13.17,200,59,29.5,5.3,2.65,1.518,9.468,2.102,1.842,2.053,5.997,36.66
T01755,spring,0,53,17.02,200,20,10.0,5.3,2.65,1.075,9.025,1.413,1.325,1.058,3.796,57.94
T01756,spring,1,27,4.97,200,40,20.0,1.575,1.35,1.253,4.178,0.54,0.81,1.297,2.647,36.63
T01757,summer,1,20,28.29,200,113,56.5,1.167,1.0,0.604,2.771,0.887,0.965,1.133,2.984,-7.7
T01758,winter,0,10,9.02,200,47,23.5,1.0,0.5,0.376,1.876,0.357,0.317,0.427,1.102,41.29
T01759,autumn,1,17,17.01,200,117,58.5,0.992,0.85,0.345,2.187,0.776,0.837,0.834,2.448,-11.94
T01760,autumn,1,32,13.95,200,118,59.0,1.867,1.6,0.862,4.329,1.472,1.584,1.76,4.816,-11.25
T01761,summer,1,38,21.92,200,177,88.5,2.217,1.9,0.519,4.636,2.495,2.441,2.335,7.272,-56.87
T01762,winter,0,25,12.31,200,7,3.5,2.5,1.25,0.763,4.513,0.558,0.544,0.618,1.72,61.89
T01763,spring,0,50,1.02,200,49,24.5,5.0,2.5,3.023,10.523,1.817,1.613,3.045,6.474,38.47
T01764,summer,1,52,12.92,200,113,56.5,3.033,2.6,1.518,7.151,2.305,2.509,2.88,7.695,-7.6
T01765,summer,0,51,20.61,200,54,27.0,5.1,2.55,0.638,8.288,1.938,1.708,1.202,4.849,41.49
T01766,summer,0,17,19.05,200,20,10.0,1.7,0.85,0.27,2.82,0.453,0.425,0.276,1.154,59.06
T01767,winter,0,32,8.63,200,0,0.0,3.2,1.6,1.231,6.031,0.64,0.64,0.939,2.219,63.21
T01768,autumn,1,30,14.29,200,125,62.5,1.75,1.5,0.786,4.036,1.45,1.538,1.694,4.681,-15.99
T01769,summer,1,58,23.48,200,110,55.0,3.383,2.9,0.989,7.272,2.513,2.755,2.565,7.833,-7.71
T01770,spring,1,58,11.8,200,111,55.5,3.383,2.9,1.833,8.116,2.533,2.77,3.297,8.599,-5.94
T01771,spring,0,23,16.78,200,46,23.0,2.3,1.15,0.479,3.929,0.813,0.725,0.649,2.186,44.36
T01772,autumn,0,47,9.19,200,28,14.0,4.7,2.35,1.751,8.801,1.379,1.269,1.725,4.373,50.31
T01773,autumn,0,27,13.97,200,8,4.0,2.7,1.35,0.726,4.776,0.612,0.594,0.593,1.799,62.34
T01774,summer,0,30,23.43,200,32,16.0,3.0,1.5,0.508,5.008,0.92,0.84,0.622,2.382,52.44
T01775,winter,0,10,9.42,200,115,57.5,1.0,0.5,0.368,1.868,0.583,0.487,0.624,1.695,9.25
T01776,winter,0,25,9.0,200,11,5.5,2.5,1.25,0.942,4.692,0.592,0.569,0.799,1.96,58.23
T01777,autumn,0,54,17.94,200,42,21.0,5.4,2.7,0.988,9.088,1.836,1.647,1.343,4.826,46.89
T01778,autumn,1,50,17.94,200,119,59.5,2.917,2.5,0.914,6.331,2.317,2.487,2.399,7.203,-13.77
T01779,autumn,0,28,17.42,200,55,27.5,2.8,1.4,0.544,4.744,1.073,0.945,0.833,2.851,39.91
T01780,spring,0,46,13.26,200,47,23.5,4.6,2.3,1.308,8.208,1.641,1.46,1.608,4.709,42.63
T01781,spring,1,47,16.47,200,42,21.0,2.742,2.35,1.009,6.101,0.971,1.433,1.296,3.7,39.35
T01782,spring,0,35,6.45,200,44,22.0,3.5,1.75,1.511,6.761,1.213,1.085,1.629,3.927,41.92
T01783,winter,0,55,3.06,200,48,24.0,5.5,2.75,2.779,11.029,1.98,1.76,2.968,6.708,39.19
T01784,autumn,0,42,5.37,200,42,21.0,4.2,2.1,1.912,8.212,1.428,1.281,2.013,4.722,42.5
T01785,winter,0,35,9.44,200,35,17.5,3.5,1.75,1.285,6.535,1.108,1.006,1.343,3.457,47.1
T01786,autumn,0,51,13.02,200,50,25.0,5.1,2.55,1.476,9.126,1.87,1.657,1.851,5.378,41.07
T01787,summer,1,29,27.97,200,54,27.0,1.692,1.45,0.777,3.918,0.715,0.971,1.034,2.721,30.56
T01788,summer,0,44,26.26,200,8,4.0,4.4,2.2,1.015,7.615,0.997,0.968,0.824,2.789,63.38
T01789,autumn,0,29,3.36,200,34,17.0,2.9,1.45,1.447,5.797,0.909,0.827,1.427,3.162,45.45
T01790,winter,0,57,4.97,200,30,15.0,5.7,2.85,2.645,11.195,1.71,1.567,2.568,5.846,47.78
T01791,winter,1,28,1.58,200,138,69.0,1.633,1.4,1.655,4.689,1.475,1.526,2.46,5.461,-16.46
T01792,spring,0,50,6.43,200,29,14.5,5.0,2.5,2.161,9.661,1.483,1.363,2.103,4.949,48.77
T01793,summer,1,55,13.85,200,59,29.5,3.208,2.75,1.494,7.452,1.448,1.911,2.061,5.421,27.26
T01794,spring,1,36,23.28,200,18,9.0,2.1,1.8,0.598,4.498,0.72,0.882,0.585,2.187,51.38
T01795,winter,1,37,3.0,200,90,45.0,2.158,1.85,2.062,6.071,1.357,1.573,2.59,5.519,9.08
T01796,autumn,0,36,19.5,200,23,11.5,3.6,1.8,0.537,5.937,0.996,0.927,0.587,2.51,57.72
T01797,summer,0,58,21.29,200,36,18.0,5.8,2.9,0.714,9.414,1.856,1.682,1.044,4.582,51.32
T01798,summer,0,27,22.22,200,18,9.0,2.7,1.35,0.386,4.436,0.702,0.661,0.386,1.749,60.56
T01799,autumn,1,26,12.82,200,189,94.5,1.517,1.3,0.764,3.581,1.811,1.749,2.037,5.597,-56.32
T01800,summer,1,33,27.41,200,116,58.0,1.925,1.65,0.844,4.419,1.496,1.617,1.756,4.869,-10.2
T01801,summer,1,57,22.54,200,21,10.5,3.325,2.85,0.855,7.03,1.14,1.439,0.9,3.479,50.51
T01802,autumn,1,40,10.89,200,200,100.0,2.333,2.0,1.343,5.677,2.933,2.8,3.408,9.142,-61.04
T01803,spring,1,46,20.24,200,46,23.0,2.683,2.3,0.612,5.595,1.012,1.449,1.005,3.466,38.05
T01804,spring,1,35,11.67,200,129,64.5,2.042,1.75,1.116,4.908,1.738,1.829,2.187,5.754,-17.24
T01805,summer,1,10,26.67,200,31,15.5,0.583,0.5,0.24,1.323,0.2,0.277,0.264,0.741,43.97
T01806,spring,1,34,23.42,200,104,52.0,1.983,1.7,0.575,4.258,1.405,1.564,1.438,4.407,-3.51
T01807,autumn,1,26,11.42,200,119,59.5,1.517,1.3,0.843,3.659,1.205,1.294,1.558,4.056,-10.84
T01808,autumn,0,43,15.01,200,16,8.0,4.3,2.15,1.06,7.51,1.089,1.032,0.965,3.087,58.9
T01809,winter,1,30,4.99,200,113,56.5,1.75,1.5,1.39,4.64,1.33,1.447,2.097,4.875,-5.05
T01810,spring,1,35,7.13,200,105,52.5,2.042,1.75,1.46,5.252,1.458,1.619,2.226,5.303,-0.97
T01811,spring,0,28,9.83,200,27,13.5,2.8,1.4,1.004,5.204,0.812,0.749,0.987,2.548,51.04
T01812,autumn,0,32,7.93,200,58,29.0,3.2,1.6,1.28,6.08,1.259,1.104,1.537,3.9,35.86
T01813,winter,0,46,6.4,200,25,12.5,4.6,2.3,1.992,8.892,1.303,1.208,1.883,4.394,50.58
T01814,summer,1,60,28.98,200,126,63.0,3.5,3.0,1.911,8.411,2.92,3.09,3.723,9.733,-15.72
T01815,spring,1,60,14.22,200,182,91.0,3.5,3.0,1.581,8.081,4.04,3.93,4.422,12.392,-53.34
T01816,summer,0,42,31.8,200,35,17.5,4.2,2.1,1.62,7.92,1.33,1.208,1.63,4.167,47.38
T01817,summer,1,60,25.62,200,94,47.0,3.5,3.0,1.301,7.801,2.28,2.61,2.6,7.49,3.98
T01818,spring,1,29,12.12,200,64,32.0,1.692,1.45,0.896,4.038,0.812,1.044,1.222,3.078,23.77
T01819,summer,1,41,23.53,200,18,9.0,2.392,2.05,0.703,5.145,0.82,1.004,0.685,2.509,51.23
T01820,spring,1,33,9.66,200,177,88.5,1.925,1.65,1.196,4.771,2.167,2.12,2.658,6.946,-45.59
T01821,spring,1,21,14.64,200,47,23.5,1.225,1.05,0.534,2.809,0.469,0.667,0.681,1.817,35.33
T01822,winter,1,35,2.83,200,108,54.0,2.042,1.75,1.965,5.757,1.493,1.645,2.66,5.798,-0.72
T01823,autumn,0,32,11.14,200,49,24.5,3.2,1.6,1.057,5.857,1.163,1.032,1.262,3.457,40.98
T01824,summer,1,47,18.21,200,9,4.5,2.742,2.35,0.833,5.924,0.94,1.046,0.681,2.667,54.99
T01825,summer,1,31,24.91,200,49,24.5,1.808,1.55,0.624,3.983,0.713,1.0,0.885,2.597,34.78
T01826,summer,1,38,24.0,200,167,83.5,2.217,1.9,0.69,4.807,2.369,2.346,2.366,7.081,-47.32
T01827,summer,0,25,12.39,200,49,24.5,2.5,1.25,0.758,4.508,0.908,0.806,0.929,2.644,41.36
T01828,autumn,0,30,20.15,200,22,11.0,3.0,1.5,0.406,4.906,0.82,0.765,0.445,2.03,58.62
T01829,summer,1,43,24.27,200,73,36.5,2.508,2.15,0.807,5.465,1.333,1.645,1.486,4.464,18.31
T01830,spring,1,32,5.69,200,79,39.5,1.867,1.6,1.435,4.902,1.056,1.272,1.87,4.198,14.35
T01831,winter,1,44,8.05,200,200,100.0,2.567,2.2,1.748,6.514,3.227,3.08,3.978,10.285,-57.87
T01832,winter,0,42,-1.32,200,22,11.0,4.2,2.1,2.773,9.073,1.148,1.071,2.39,4.609,49.21
T01833,summer,0,34,23.69,200,18,9.0,3.4,1.7,0.595,5.695,0.884,0.833,0.578,2.295,59.7
T01834,summer,0,38,26.81,200,42,21.0,3.8,1.9,0.922,6.622,1.292,1.159,1.137,3.588,45.81
T01835,winter,1,14,3.1,200,85,42.5,0.817,0.7,0.706,2.223,0.49,0.577,0.91,1.977,11.05
T01836,winter,0,47,7.98,200,28,14.0,4.7,2.35,1.875,8.925,1.379,1.269,1.83,4.478,49.82
T01837,autumn,1,31,10.62,200,121,60.5,1.808,1.55,1.059,4.417,1.457,1.558,1.922,4.937,-11.76
T01838,spring,0,51,13.9,200,44,22.0,5.1,2.55,1.379,9.029,1.768,1.581,1.677,5.026,44.34
T01839,autumn,1,35,-0.59,200,156,78.0,2.042,1.75,2.25,6.042,2.053,2.065,3.419,7.538,-24.76
T01840,spring,1,36,11.07,200,182,91.0,2.1,1.8,1.194,5.094,2.424,2.358,2.861,7.643,-50.03
T01841,winter,0,60,7.88,200,48,24.0,6.0,3.0,2.406,11.406,2.16,1.92,2.708,6.788,40.49
T01842,autumn,0,38,13.45,200,31,15.5,3.8,1.9,1.065,6.765,1.153,1.054,1.133,3.34,50.63
T01843,winter,0,32,7.62,200,108,54.0,3.2,1.6,1.301,6.101,1.792,1.504,2.035,5.331,12.62
T01844,summer,1,27,26.24,200,47,23.5,1.575,1.35,0.622,3.547,0.603,0.857,0.82,2.28,35.7
T01845,summer,1,27,25.34,200,41,20.5,1.575,1.35,0.569,3.494,0.549,0.817,0.727,2.092,40.11
T01846,autumn,0,10,13.91,200,0,0.0,1.0,0.5,0.27,1.77,0.2,0.2,0.197,0.597,66.29
T01847,summer,1,41,28.36,200,103,51.5,2.392,2.05,1.246,5.687,1.681,1.876,2.198,5.755,-1.19
T01848,autumn,0,39,17.87,200,28,14.0,3.9,1.95,0.72,6.57,1.144,1.053,0.812,3.009,54.21
T01849,winter,0,48,3.18,200,16,8.0,4.8,2.4,2.414,9.614,1.216,1.152,2.119,4.487,53.33
T01850,autumn,1,25,10.93,200,133,66.5,1.458,1.25,0.837,3.545,1.275,1.331,1.626,4.232,-19.36
T01851,winter,0,52,1.69,200,159,79.5,5.2,2.6,3.061,10.861,3.796,3.107,4.902,11.805,-8.69
T01852,autumn,0,60,5.38,200,3,1.5,6.0,3.0,2.731,11.731,1.26,1.245,2.173,4.678,60.13
T01853,winter,0,23,6.56,200,15,7.5,2.3,1.15,0.988,4.438,0.575,0.546,0.866,1.987,55.23
T01854,autumn,0,35,12.72,200,42,21.0,3.5,1.75,1.036,6.286,1.19,1.068,1.206,3.463,44.91
T01855,winter,0,32,2.55,200,0,0.0,3.2,1.6,1.818,6.618,0.64,0.64,1.36,2.64,60.1
T01856,autumn,1,46,15.22,200,200,100.0,2.683,2.3,1.112,6.096,3.373,3.22,3.554,10.147,-66.46
T01857,winter,0,44,9.05,200,8,4.0,4.4,2.2,1.653,8.253,0.997,0.968,1.363,3.328,59.67
T01858,summer,1,37,27.5,200,98,49.0,2.158,1.85,0.953,4.961,1.455,1.647,1.776,4.877,1.69
T01859,spring,1,21,5.82,200,95,47.5,1.225,1.05,0.936,3.211,0.805,0.919,1.323,3.047,5.11
T01860,autumn,1,27,-0.36,200,200,100.0,1.575,1.35,1.721,4.646,1.98,1.89,3.0,6.87,-47.88
T01861,autumn,0,22,13.9,200,1,0.5,2.2,1.1,0.595,3.895,0.447,0.445,0.44,1.333,65.79
T01862,spring,1,33,16.46,200,98,49.0,1.925,1.65,0.709,4.284,1.298,1.469,1.465,4.231,1.24
T01863,summer,0,59,17.04,200,35,17.5,5.9,2.95,1.195,10.045,1.868,1.696,1.441,5.006,50.16
T01864,autumn,0,38,15.19,200,32,16.0,3.8,1.9,0.922,6.622,1.165,1.064,1.023,3.253,50.88
T01865,autumn,0,28,11.03,200,0,0.0,2.8,1.4,0.932,5.132,0.56,0.56,0.699,1.819,64.56
T01866,spring,1,26,10.84,200,168,84.0,1.517,1.3,0.876,3.692,1.629,1.612,1.968,5.209,-41.08
T01867,spring,0,47,0.67,200,38,19.0,4.7,2.35,2.881,9.931,1.535,1.387,2.731,5.653,43.08
T01868,summer,1,33,17.8,200,108,54.0,1.925,1.65,0.613,4.188,1.408,1.551,1.483,4.442,-6.04
T01869,winter,0,34,7.47,200,47,23.5,3.4,1.7,1.394,6.494,1.213,1.079,1.55,3.842,40.84
T01870,spring,1,49,12.71,200,143,71.5,2.858,2.45,1.452,6.76,2.662,2.732,3.174,8.568,-26.74
T01871,summer,0,29,27.71,200,16,8.0,2.9,1.45,0.76,5.11,0.735,0.696,0.689,2.12,58.51
T01872,winter,0,39,2.83,200,25,12.5,3.9,1.95,2.189,8.039,1.105,1.024,1.944,4.073,49.34
